,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
101,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull,"['John Hurt', 'Jim Broadbent', 'Igor Jijikine', 'Harrison Ford', 'Cate Blanchett', 'Karen Allen', 'Ray Winstone', 'Shia LaBeouf']","[['Steven Spielberg', 'Director'], ['David Koepp', 'Screenwriter'], ['Frank Marshall', 'Producer'], ['George Lucas', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Denis L. Stewart', 'Co-Producer'], ['George Lucas', 'Story Creator'], ['Jeff Nathanson', 'Story Creator'], ['Janusz Kaminski', 'Cinematographer'], ['Michael Kahn', 'Editor'], ['John Williams', 'Composer']]","$100,137,835 (31.6% of total gross)",3.17 (domestic box office/biggest weekend),40.3% (domestic box office/worldwide),"$185,000,000 (worldwide box office is 4.3 times production budget)","4,260 opening theaters/4,264 max. theaters, 7.0 weeks average run per theater","$404,988,474","May 22nd, 2008 (Wide) by Paramount Pictures","October 14th, 2008 by Paramount Home Video",PG-13 for adventure violence and scary images.,123 minutes,"Blockbusters, 2008vs. Indiana Jones and the Dial of DestinyCreate your own comparison chart…","Treasure Hunters, Delayed Sequel, Archaeology, Sequels With Returning Stars, Surprise Twist, Dysfunctional Family, Cold War, Double Agent, Psychics, Friendly Alien on Earth, Character's Journey Shown on Map, Mental Illness, Dead Language, Chase Adventure",Original Screenplay,Adventure,Live Action,Historical Fiction,Lucasfilm,United States,"English, German, Russian",,Indiana Jones,"$317,101,119","$469,534,294","$786,635,413","$119,123,244","$119,123,244",
102,https://www.the-numbers.com/movie/Children-of-Huang-Shi-The,[],[],"$42,755 (4.1% of total gross)",11.31 (domestic box office/biggest weekend),12.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.4 times production budget)","7 opening theaters/43 max. theaters, 13.0 weeks average run per theater","$1,317,857","May 23rd, 2008 (Limited) by Sony Pictures Classics","January 20th, 2009 by Sony Pictures Home Entertainment, released as Children of Huang Shi, The",R for some disturbing and violent content,125 minutes,vs. AtonementCreate your own comparison chart…,Biography,Based on Real Life Events,Drama,Live Action,Dramatization,,"Australia, China, Germany","English, Japanese, Mandarin",,,"$1,031,872","$7,189,828","$8,221,700",,,
103,https://www.the-numbers.com/movie/Sex-and-the-City,[],"[['Michael Patrick King', 'Director'], ['Michael Patrick King', 'Producer'], ['Sarah Jessica Parker', 'Producer'], ['Darren Star', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Kathryn Busby', 'Executive Producer'], ['Jonathan Filley', 'Executive Producer'], ['Eric Cyphers', 'Co-Producer']]","$56,848,056 (37.2% of total gross)",2.69 (domestic box office/biggest weekend),36.8% (domestic box office/worldwide),"$57,500,000 (worldwide box office is 7.2 times production budget)","3,285 opening theaters/3,325 max. theaters, 5.5 weeks average run per theater","$194,954,787","May 30th, 2008 (Wide) by Warner Bros.","September 23rd, 2008 by New Line Home Video, released as Sex and the City - The Movie","R for strong sexual content, graphic nudity and language.",145 minutes,vs. The BodyguardCreate your own comparison chart…,Relationship Advice,Based on TV,Comedy,Live Action,Contemporary Fiction,"New Line Cinema, HBO Films, Darren Star",United States,English,"June 5th, 2008 (Wide) (New Zealand)
September 25th, 2020 (Limited) (Australia)
",Sex and the City,"$152,647,258","$262,600,000","$415,247,258","$87,079,533","$87,893,575","$814,042"
104,https://www.the-numbers.com/movie/Strangers-The-(2008),[],"[['Bryan Bertino', 'Director']]","$20,997,985 (39.9% of total gross)",2.50 (domestic box office/biggest weekend),63.3% (domestic box office/worldwide),"$9,000,000 (worldwide box office is 9.2 times production budget)","2,467 opening theaters/2,477 max. theaters, 4.2 weeks average run per theater","$67,175,495","May 30th, 2008 (Wide) by Focus Features","October 21st, 2008 by Universal Home Entertainment, released as Strangers, The",R for violence/terror and language.,85 minutes,vs. NightcrawlerCreate your own comparison chart…,Slasher Horror,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Rogue Pictures, Intrepid Pictures, Vertigo Entertainment, Mandate Pictures",United States,English,,The Strangers,"$52,597,610","$30,454,066","$83,051,676","$17,452,723","$17,452,723",
105,https://www.the-numbers.com/movie/99-francs,[],[],"$30,800 (38.8% of total gross)",2.58 (domestic box office/biggest weekend),0.7% (domestic box office/worldwide),,"8 opening theaters/8 max. theaters, 2.0 weeks average run per theater","$101,503","June 6th, 2008 (Wide) (Canada)
",,Not Rated,,Create your own comparison chart…,,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,France,French,"June 6th, 2008 (Wide) (Canada)
",,"$79,477","$11,400,000","$11,479,477",,,
106,https://www.the-numbers.com/movie/Kung-Fu-Panda,"['Dustin Hoffman', 'Angelina Jolie', 'Ian McShane', 'Seth Rogen', 'Lucy Liu*', 'David Cross', 'Randall Duk Kim', 'James Hong', 'Dan Fogler', 'Michael Clarke Duncan', 'Jackie Chan', 'Jack Black']","[['Mark Osborne', 'Director'], ['John Stevenson', 'Director'], ['Melissa Cobb', 'Producer'], ['Bill Damaschke', 'Executive Producer'], ['Jonathan Aibel', 'Co-Producer'], ['Glenn Berger', 'Co-Producer'], ['Jonathan Aibel', 'Screenwriter'], ['Glenn Berger', 'Screenwriter'], ['Ethan Reiff', 'Story Creator'], ['Cyrus Voris', 'Story Creator']]","$60,239,130 (28.0% of total gross)",3.58 (domestic box office/biggest weekend),34.1% (domestic box office/worldwide),"$130,000,000 (worldwide box office is 4.9 times production budget)","4,114 opening theaters/4,136 max. theaters, 6.8 weeks average run per theater","$275,144,181","June 6th, 2008 (Wide) by Paramount PicturesJune 6th, 2008 (IMAX) by Paramount Pictures","November 9th, 2008 by Dreamworks Animated Video",PG for sequences of martial arts action,91 minutes,"Blockbusters, 2008vs. Kung Fu Panda 3Create your own comparison chart…","Animal Lead, Talking Animals, Martial Arts, Prison Break, IMAX: DMR, Training Montage",Original Screenplay,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"June 27th, 2008 (Wide) (Australia)
September 25th, 2015 (Wide), released as Kung Fu Panda (2015 Reissue) (New Zealand)
",Kung Fu Panda,"$215,434,591","$416,475,940","$631,910,531","$137,687,552","$139,378,819","$1,691,267"
107,https://www.the-numbers.com/movie/Mongol,['Tadanobu Asano'],"[['Sergei Bodrov', 'Director'], ['Arif Aliev', 'Screenwriter'], ['Sergei Bodrov', 'Screenwriter']]","$135,326 (2.4% of total gross)",7.02 (domestic box office/biggest weekend),21.0% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 1.5 times production budget)","5 opening theaters/253 max. theaters, 6.0 weeks average run per theater","$7,287,161","June 6th, 2008 (Limited) by Picturehouse","October 14th, 2008 by Warner Home Video",R for sequence of bloody warfare,120 minutes,vs. The Devil's DoubleCreate your own comparison chart…,"Biographical Drama, Biography, War, 1200s, 1100s, Non-Chronological, Slavery",Based on Real Life Events,Drama,Live Action,Dramatization,,"Germany, Hong Kong, Kazakhstan, Russian Federation","Mandarin, Mongolian",,,"$5,705,761","$21,441,588","$27,147,349","$2,879,964","$3,516,661","$636,697"
108,https://www.the-numbers.com/movie/Sarkar-Raj,[],[],"$642,523 (63.7% of total gross)",1.57 (domestic box office/biggest weekend),5.7% (domestic box office/worldwide),,"70 opening theaters/70 max. theaters, 4.0 weeks average run per theater","$1,288,733","June 6th, 2008 (Limited) by Eros Entertainment",,Not Rated,125 minutes,vs. RaeesCreate your own comparison chart…,"Bollywood, Foreign Language",,Drama,Live Action,Contemporary Fiction,,India,Hindi,,Sarkar,"$1,009,065","$16,713,933","$17,722,998",,,
109,https://www.the-numbers.com/movie/You-Don-t-Mess-With-the-Zohan,"['John Turturro', 'Emmanuelle Chriqui', 'Nick Swardson', 'Lainie Kazan', 'Ido Mosseri', 'Rob Schneider', 'Dave Matthews', 'Michael Buffer', 'Adam Sandler']","[['Dennis Dugan', 'Director'], ['Adam Sandler', 'Screenwriter'], ['Robert Smigel', 'Screenwriter'], ['Judd Apatow', 'Screenwriter'], ['Adam Sandler', 'Producer'], ['Jack Giarraputo', 'Producer'], ['Barry Bernardi', 'Executive Producer'], ['Robert Smigel', 'Executive Producer'], ['Kevin Grady', 'Co-Producer']]","$38,531,374 (38.5% of total gross)",2.60 (domestic box office/biggest weekend),49.3% (domestic box office/worldwide),"$90,000,000 (worldwide box office is 2.3 times production budget)","3,462 opening theaters/3,466 max. theaters, 4.8 weeks average run per theater","$127,739,934","June 6th, 2008 (Wide) by Sony Pictures","October 7th, 2008 by Sony Pictures Home Entertainment, released as You Don't Mess with the Zohan","PG-13 for crude and sexual content throughout, language and nudity.",113 minutes,vs. The WaterboyCreate your own comparison chart…,"Secret Agent, Beauty Industry, Mistaken Identity, Judd Apatow Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Happy Madison",United States,English,,,"$100,018,837","$102,892,154","$202,910,991","$26,034,271","$26,034,271",
110,https://www.the-numbers.com/movie/Za-majikku-awa,[],"[['Koki Mitani', 'Director']]",,,,,,,,,,136 minutes,Create your own comparison chart…,"Foreign Language, Mistaken Identity, Hitmen",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Japan,Japanese,"June 7th, 2008 (Wide) (Japan)
",,n/a,"$32,813,807","$32,813,807",,,
111,https://www.the-numbers.com/movie/Happening-The,"['John Leguizamo', 'Betty Buckley', 'Mark Wahlberg', 'Zooey Deschanel']","[['M. Night Shyamalan', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['Sam Mercer', 'Producer'], ['Barry Mendel', 'Producer'], ['M. Night Shyamalan', 'Producer'], ['Ronnie Screwvala', 'Executive Producer'], ['Zarina Screwvala', 'Executive Producer'], ['Roger Birnbaum', 'Executive Producer'], ['Gary Barber', 'Producer'], ['Jeannine Oppewall', 'Production Designer'], ['Conrad Buff', 'Editor'], ['James Newton Howard', 'Composer'], ['Tak Fujimoto', 'Director of Photography']]","$30,517,109 (47.3% of total gross)",2.11 (domestic box office/biggest weekend),39.6% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 2.7 times production budget)","2,986 opening theaters/2,986 max. theaters, 3.9 weeks average run per theater","$82,385,517","June 13th, 2008 (Wide) by 20th Century Fox","October 7th, 2008 by Fox Home Entertainment",R for violent and disturbing images.,90 minutes,vs. Maze Runner: The Scorch TrialsCreate your own comparison chart…,"End of the World, Survival Thriller, Teachers, Set in New York City, Epilogue, Environment, Suicide",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,Twentieth Century Fox,"France, United States",English,,,"$64,506,874","$98,271,510","$162,778,384","$22,420,605","$22,420,605",
112,https://www.the-numbers.com/movie/Incredible-Hulk-The,[],"[['Louis Leterrier', 'Director'], ['Zak Penn', 'Screenwriter'], ['Stan Lee', 'Story Creator'], ['Jack Kirby', 'Story Creator'], ['Avi Arad', 'Producer'], ['Gale Anne Hurd', 'Producer'], ['Kevin Feige', 'Producer'], ['Stan Lee', 'Executive Producer'], ['David Maisel', 'Executive Producer'], ['Jim Van Wyck', 'Executive Producer'], ['Kurt Williams', 'Co-Producer']]","$55,414,050 (41.1% of total gross)",2.43 (domestic box office/biggest weekend),50.8% (domestic box office/worldwide),"$137,500,000 (worldwide box office is 1.9 times production budget)","3,505 opening theaters/3,508 max. theaters, 5.0 weeks average run per theater","$172,169,831","June 13th, 2008 (Wide) by Universal","October 21st, 2008 by Universal Home Entertainment","PG-13 for sequences of intense action violence, some frightening sci-fi images, and brief suggestive content.",112 minutes,vs. ThorCreate your own comparison chart…,"Marvel Comics, Mutants, Gratuitous Cameos, Fugitive / On the Run, Medical and Hospitals, Set in Brazil, Intertitle, Super Soldiers, Special Ops, Super Soldier Serum, Human Experimentation, Motion Capture Performance, IMAX: DMR",Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero,"Universal Pictures, Marvel Studios, Valhalla Motion Pictures",United States,English,,HulkMarvel Cinematic Universe,"$134,806,913","$130,766,946","$265,573,859","$66,909,733","$80,226,098","$13,316,365"
113,https://www.the-numbers.com/movie/Mere-Baap-Pehle-Aap,[],[],"$113,576 (100.0% of total gross)",1.00 (domestic box office/biggest weekend),1.9% (domestic box office/worldwide),,"55 opening theaters/55 max. theaters, 1.0 weeks average run per theater","$145,051","June 13th, 2008 (Limited) by Shemaroo Entertainment",,Not Rated,163 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,India,Hindi,,,"$113,576","$5,824,123","$5,937,699",,,
114,https://www.the-numbers.com/movie/Gonggongui-jeog-3,[],"[['Woo-suk Kang', 'Director']]",,,,,,,,,,,Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,Republic of Korea,Korean,"June 19th, 2008 (Wide) (South Korea)
",,n/a,"$26,497,132","$26,497,132",,,
115,https://www.the-numbers.com/movie/Get-Smart,[],"[['Peter Segal', 'Director'], ['Tom G. Glazer', 'Screenwriter'], ['Matt Ember', 'Screenwriter'], ['Andrew Lazar', 'Producer'], ['Charles Roven', 'Producer'], ['Alex Gartner', 'Producer'], ['Michael Ewing', 'Producer'], ['Peter Segal', 'Executive Producer'], ['Steve Carell', 'Executive Producer'], ['Brent O’Connor', 'Executive Producer'], ['Jimmy Miller', 'Executive Producer'], ['Dana Goldberg', 'Executive Producer'], ['Bruce Berman', 'Executive Producer'], ['Alan G. Glazer', 'Co-Producer']]","$38,683,480 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),57.5% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 2.8 times production budget)","3,911 opening theaters/3,915 max. theaters, 5.4 weeks average run per theater","$166,438,324","June 20th, 2008 (Wide) by Warner Bros.","November 4th, 2008 by Warner Home Video","PG-13 for some rude humor, action violence and language",110 minutes,vs. Spy!Create your own comparison chart…,"Spoof, Secret Agent, Undercover",Based on TV,Comedy,Live Action,Contemporary Fiction,"Village Roadshow Productions, Mosaic Media, Mad Chance, Callahan Filmworks",United States,English,,,"$130,319,208","$96,420,208","$226,739,416","$36,654,209","$36,654,209",
116,https://www.the-numbers.com/movie/Kit-Kittredge-An-American-Girl,[],"[['Patricia Rozema', 'Director'], ['Ann Peacock', 'Screenwriter']]","$220,297 (1.2% of total gross)",5.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 1.8 times production budget)","5 opening theaters/1,849 max. theaters, 3.6 weeks average run per theater","$22,552,029","June 20th, 2008 (Limited) by PicturehouseJuly 2nd, 2008 (Expands Wide) by Picturehouse","October 28th, 2008 by Warner Home Video",G,100 minutes,vs. Nicholas NicklebyCreate your own comparison chart…,"News, Comedy Drama, Coming of Age, F-Rated, F-Rated, Triple, 1930s, Investigative Journalist, Money Troubles, Single Parent, Framed, Surprise Twist",Based on Toy,Drama,Live Action,Historical Fiction,"New Line Cinema, HBO Films, Goldsmith-Thomas, Red Om Films",United States,English,,American Girl,"$17,657,973",,,"$9,012,491","$9,012,491",
