,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Franchise:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
77,https://www.the-numbers.com/movie/George-A-Romeros-Land-of-the-Dead,"['Simon Baker', 'Asia Argento', 'Robert Joy', 'Dennis Hopper', 'John Leguizamo']","[['George A. Romero', 'Director'], ['George A. Romero', 'Screenwriter']]","$10,221,705 (49.4% of total gross)",2.03 (domestic box office/biggest weekend),43.4% (domestic box office/worldwide),"$18,975,000 (worldwide box office is 2.5 times production budget)","2,249 opening theaters/2,253 max. theaters, 2.8 weeks average run per theater","$29,613,057","June 24th, 2005 (Wide) by Universal",,"October 18th, 2005 by Universal Home Entertainment","R for pervasive strong violence and gore, language, brief sexuality and some drug use.",97 minutes,vs. 28 Days Later…Create your own comparison chart…,"Zombies, Survival Horror, Delayed Sequel, Dystopia",Original Screenplay,Horror,Live Action,Science Fiction,"Canada, France, United States",English,George A. Romero's Dead Series,,"$20,700,082","$27,050,933","$47,751,015",,,
78,https://www.the-numbers.com/movie/Good-Woman-A,[],[],"$97,060 (43.5% of total gross)",2.30 (domestic box office/biggest weekend),3.7% (domestic box office/worldwide),,"35 opening theaters/35 max. theaters, 2.3 weeks average run per theater","$312,394","February 3rd, 2006 (Limited) by Lionsgate","June 24th, 2005 (Wide) (Australia)
",,"PG for thematic material, sensuality and language. ",,vs. Wind RiverCreate your own comparison chart…,,Based on Play,Drama,Live Action,Historical Fiction,,,,,"$223,144","$5,852,606","$6,075,750",,,
79,https://www.the-numbers.com/movie/Marche-de-l-empereur-La,[],[],"$137,492 (0.2% of total gross)",10.88 (domestic box office/biggest weekend),58.1% (domestic box office/worldwide),"$3,400,000 (worldwide box office is 39.2 times production budget)","4 opening theaters/2,506 max. theaters, 8.7 weeks average run per theater","$110,779,927","June 24th, 2005 (Limited) by Warner Independent, released as March of the PenguinsJuly 22nd, 2005 (Expands Wide) by Warner Independent, released as March of the Penguins","February 24th, 2017 (Wide) (Italy)
","November 29th, 2005 by Warner Home Video, released as March of the Penguins",G,80 minutes,vs. Fahrenheit 9/11Create your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,France,"English, French",,,"$77,437,223","$55,839,136","$133,276,359",,,
80,https://www.the-numbers.com/movie/War-of-the-Worlds,"['Dakota Fanning', 'Miranda Otto', 'Justin Chatwin', 'Tim Robbins', 'Rick Gonzalez', 'Yul Vazquez', 'Lenny Venito', 'Lisa Ann Walter', 'Ann Robinson', 'Gene Berry', 'Tom Cruise']","[['Steven Spielberg', 'Director'], ['Kathleen Kennedy', 'Producer'], ['Colin Wilson', 'Producer'], ['Paula Wagner', 'Executive Producer'], ['Josh Friedman', 'Screenwriter'], ['David Koepp', 'Screenwriter'], ['H.G. Wells', 'Story Creator'], ['Janusz Kaminski', 'Cinematographer'], ['Rick Carter', 'Production Designer'], ['Michael Kahn', 'Editor'], ['John Williams', 'Composer']]","$64,878,725 (27.7% of total gross)",3.61 (domestic box office/biggest weekend),38.6% (domestic box office/worldwide),"$132,000,000 (worldwide box office is 4.6 times production budget)","3,908 opening theaters/3,910 max. theaters, 6.1 weeks average run per theater","$335,156,136","June 29th, 2005 (Wide) by Paramount Pictures","June 24th, 2005 (Wide), released as War Of The Worlds (Australia)
June 29th, 2005 (Wide) (New Zealand)
February 24th, 2022 (Limited) (New Zealand)
","November 22nd, 2005 by Dreamworks Video",PG-13 for frightening sequences of sci-fi violence and disturbing images.,116 minutes,"Blockbusters, 2005vs. Jack ReacherCreate your own comparison chart…","Alien Invasion, Visual Effects, Voiceover/Narration, Set in Illinois, Set in England, Set in France, Set in Italy, Restaurants, War, 2000s, End of the World, Car Accident",Remake,Action,Animation/Live Action,Science Fiction,United States,English,,"Paramount Pictures, DreamWorks Pictures, Amblin Entertainment, Cruise-Wagner","$234,280,354","$372,556,181","$606,836,535",,,
81,https://www.the-numbers.com/movie/Rebound,"['Wendy Raquel Robinson', 'Breckin Meyer', 'Horatio Sanz', 'Megan Mullally', 'Martin Lawrence']","[['Steve Carr', 'Director'], ['Teddy Castellucci', 'Composer']]","$5,033,848 (29.9% of total gross)",3.34 (domestic box office/biggest weekend),96.1% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 0.4 times production budget)","2,464 opening theaters/2,464 max. theaters, 3.0 weeks average run per theater","$24,046,592","July 1st, 2005 (Wide) by 20th Century Fox",,,PG for mild language and thematic elements.,86 minutes,vs. Black KnightCreate your own comparison chart…,"Basketball, Family Comedy, Underdog, Anger Management Issues",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,"$16,809,014","$683,000","$17,492,014",,,
82,https://www.the-numbers.com/movie/Dark-Water,"['John C. Reilly', 'Tim Roth', 'Dougray Scott', 'Jennifer Connelly']","[['Walter Salles', 'Director'], ['Rafael Yglesias', 'Screenwriter'], ['Koji Suzuki', 'Based on the Novel by'], ['Bill Mechanic', 'Producer'], ['Roy Lee', 'Producer'], ['Doug Davison', 'Producer'], ['Ashley Kramer', 'Executive Producer'], ['Affonso Beato', 'Director of Photography'], ['Thérèse DePrez', 'Production Designer'], ['Daniel Rezende', 'Editor'], ['Michael Wilkinson', 'Costume Designer'], ['Diana Pokorny', 'Co-Producer'], ['Angelo Badalamenti', 'Composer'], ['Kerry Foster', 'Associate Producer'], ['Mali Finn', 'Casting']]","$9,939,251 (39.0% of total gross)",2.56 (domestic box office/biggest weekend),51.5% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.8 times production budget)","2,657 opening theaters/2,657 max. theaters, 3.2 weeks average run per theater","$36,441,222","July 8th, 2005 (Wide) by Walt Disney",,"December 26th, 2005 by Walt Disney Home Entertainment","PG-13 for mature thematic material, frightening sequences, disturbing images and brief language.",105 minutes,vs. Season of the WitchCreate your own comparison chart…,"Supernatural Horror, Supernatural, Dysfunctional Family, Haunting, Remake, Foreign-Language Remake, Abandoned Child, Young Child Dealing with the Death of a Parent",Remake,Horror,Live Action,Fantasy,United States,English,,"Touchstone Pictures, Pandemonium, Vertigo Films","$25,473,093","$24,000,000","$49,473,093",,,
83,https://www.the-numbers.com/movie/Fantastic-Four-(2005),"['Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Hamish Linklater', 'Kerry Washington', 'Laurie Holden', 'Ioan Gruffudd', 'Jessica Alba']","[['Tim Story', 'Director'], ['Mark Frost', 'Screenwriter'], ['Michael France', 'Screenwriter'], ['Stan Lee', 'Story Creator'], ['Jack Kirby', 'Story Creator'], ['Bernd Eichinger', 'Producer'], ['Avi Arad', 'Producer'], ['Ralph Winter', 'Producer'], ['Stan Lee', 'Executive Producer'], ['Kevin Feige', 'Executive Producer'], ['Ross Fanger', 'Co-Producer']]","$56,061,504 (36.2% of total gross)",2.76 (domestic box office/biggest weekend),46.4% (domestic box office/worldwide),"$87,500,000 (worldwide box office is 3.8 times production budget)","3,602 opening theaters/3,619 max. theaters, 5.9 weeks average run per theater","$221,304,681","July 8th, 2005 (Wide) by 20th Century Fox","July 8th, 2005 (Wide), released as Fantastic 4 (Australia)
","December 6th, 2005 by Fox Home Entertainment","PG-13 for sequences of intense action, and some suggestive content.",106 minutes,vs. Fantastic Four: Rise of the Silver SurferCreate your own comparison chart…,"Marvel Comics, Visual Effects",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,United States,English,Fantastic Four,"20th Century Fox, Constantin Film, Marvel Studios, 1492 Pictures, Bernd Eichinger","$154,696,080","$178,436,670","$333,132,750",,,
84,https://www.the-numbers.com/movie/Charlie-and-the-Chocolate-Factory-(2005),"['David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godly', 'Franziska Troegner', 'Blair Dunlop', 'Liz Smith', 'Eileen Essell', 'David Morris', 'Johnny Depp', 'Freddie Highmore', 'AnnaSophia Robb', 'Julia Winter', 'Jordon Fry', 'Philip Wiegratz']","[['Tim Burton', 'Director'], ['Patrick McCormick', 'Executive Producer'], ['Felicity Dahl', 'Executive Producer'], ['Michael Siegel', 'Executive Producer'], ['Graham Burke', 'Executive Producer'], ['Bruce Berman', 'Executive Producer'], ['Brad Grey', 'Producer'], ['Richard D. Zanuck', 'Producer'], ['John August', 'Screenwriter'], ['Roald Dahl', 'Story Creator']]","$56,178,450 (27.2% of total gross)",3.68 (domestic box office/biggest weekend),43.4% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 3.2 times production budget)","3,770 opening theaters/3,790 max. theaters, 7.7 weeks average run per theater","$295,355,650","July 15th, 2005 (Wide) by Warner Bros.July 15th, 2005 (IMAX) by Warner Bros.","July 29th, 2005 (Wide), released as Charlie And The Chocolate Factory (United Kingdom)
","November 8th, 2005 by Warner Home Video","PG for quirky situations, action and mild language.",115 minutes,"Blockbusters, 2005vs. Willy Wonka & the Chocolate FactoryCreate your own comparison chart…","Visual Effects, Food, Spoiled Child, Rags to Riches, Dysfunctional Family, Poverty, IMAX: DMR",Remake,Adventure,Live Action,Kids Fiction,United States,English,,"Village Roadshow Productions, Warner Bros., Zancuk Company, Plan B Entertainment","$206,459,076","$269,366,408","$475,825,484",,,
85,https://www.the-numbers.com/movie/Wedding-Crashers,"['Christopher Walken', 'Rachel McAdams', 'Isla Fisher', 'Jane Seymour', 'Ellen Albertini Dow', ""Keir O'Donnell"", 'Bradley Cooper', 'Ron Canada', 'Henry Gibson', 'Owen Wilson', 'Vince Vaughn']","[['David Dobkin', 'Director'], ['Guy Riedel', 'Executive Producer'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Cale Boyter', 'Executive Producer'], ['Peter Abrams', 'Producer'], ['Robert L. Levy', 'Producer'], ['Andrew Panay', 'Producer'], ['Steve Faber', 'Screenwriter'], ['Bob Fisher', 'Screenwriter']]","$33,900,720 (16.2% of total gross)",6.17 (domestic box office/biggest weekend),73.9% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 7.1 times production budget)","2,925 opening theaters/3,131 max. theaters, 10.0 weeks average run per theater","$299,303,023","July 15th, 2005 (Wide) by New Line",,"January 3rd, 2006 by New Line Home Video",R for sexual content/nudity and language.,119 minutes,"Blockbusters, 2005vs. Step BrothersCreate your own comparison chart…","Romance, Wedding Crashers, Delayed Adulthood, Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,Tapestry Films,"$209,218,368","$74,000,000","$283,218,368","$146,005,850","$1,195,880","$147,201,730"
86,https://www.the-numbers.com/movie/Bad-News-Bears-The-(2005),"['Billy Bob Thornton', 'Greg Kinnear', 'Marcia Gay Harden']","[['Richard Linklater', 'Director'], ['Bill Lancaster', 'Screenwriter'], ['Glenn Ficarra', 'Screenwriter'], ['John Requa', 'Screenwriter'], ['Bill Lancaster', 'Story by'], ['Geyer Kosinski', 'Producer'], ['Richard Linklater', 'Producer'], ['Marcus Viscidi', 'Executive Producer'], ['Rogier Stoffers', 'Director of Photography'], ['Bruce Curtis', 'Production Designer'], ['Sandra Adair', 'Editor'], ['Karen Patch', 'Costume Designer'], ['Randall Poster', 'Music Supervisor'], ['Edward Shearmur', 'Composer']]","$11,382,472 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),98.1% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 1.0 times production budget)","3,183 opening theaters/3,183 max. theaters, 3.6 weeks average run per theater","$47,020,706","July 22nd, 2005 (Wide) by Paramount Pictures",,"December 13th, 2005 by Paramount Home Video, released as Bad News Bears, The","PG-13 for rude behavior, language throughout, some sexuality and thematic elements",113 minutes,vs. EdCreate your own comparison chart…,"Baseball, Sports Comedy, Underdog, Addiction, Bad Role Models",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,Bad News Bears,"Paramount Pictures, Media Talent Group, Detour Filmproduction","$32,868,349","$632,271","$33,500,620",,,
87,https://www.the-numbers.com/movie/Devils-Rejects-The-(2005),[],"[['Rob Zombie', 'Director'], ['Rob Zombie', 'Screenwriter'], ['Tyler Bates', 'Composer']]","$7,067,335 (41.5% of total gross)",2.41 (domestic box office/biggest weekend),81.4% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 3.0 times production budget)","1,757 opening theaters/1,757 max. theaters, 3.0 weeks average run per theater","$24,384,158","July 22nd, 2005 (Wide) by Lionsgate, released as The Devil's Rejects",,"November 8th, 2005 by Lionsgate Home Entertainment","R for sadistic violence, strong sexual content, language and drug use.",,"vs. House of 1,000 CorpsesCreate your own comparison chart…","Slasher Horror, 1970s, Fugitive / On the Run, Dysfunctional Family, Corrupt Cops, Bounty Hunter",Original Screenplay,Horror,Live Action,Contemporary Fiction,,,"House of 1,000 Corpses",,"$17,044,981","$3,895,447","$20,940,428",,,
88,https://www.the-numbers.com/movie/Hustle-and-Flow,"['Anthony Anderson', 'Taryn Manning', 'Taraji P. Henson', 'Paula Jai Parker', 'Elise Neal', 'Isaac Hayes', 'DJ Qualls', 'Chris ‘Ludacris’ Bridges', 'Terrence Howard']","[['Craig Brewer', 'Director'], ['Craig Brewer', 'Screenwriter'], ['John Singleton', 'Producer'], ['Stephanie Allain', 'Producer'], ['Dwight Williams', 'Executive Producer'], ['Amelia Vincent', 'Director of Photography'], ['Keith Brian Burns', 'Production Designer'], ['Billy Fox', 'Editor'], ['Scott Bomar', 'Composer'], ['Kimberly R. Hardin', 'Casting Director']]","$8,017,808 (36.1% of total gross)",2.77 (domestic box office/biggest weekend),94.1% (domestic box office/worldwide),"$2,800,000 (worldwide box office is 8.4 times production budget)","1,013 opening theaters/1,016 max. theaters, 5.0 weeks average run per theater","$31,762,826","July 22nd, 2005 (Wide) by Paramount Vantage",,"January 10th, 2006 by Paramount Home Video","R for sex and drug content, pervasive language and some violence.",116 minutes,vs. War RoomCreate your own comparison chart…,"African Americans, Hood Film, Life Drama, Prostitution, Musicians, Hip Hop and Rap",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,"Paramount Classics, MTV Films, Crunk Pictures, Homegrown Pictures","$22,202,809","$1,388,974","$23,591,783","$32,251,713",,"$32,251,713"
89,https://www.the-numbers.com/movie/Island-The-(2005),"['Djimon Hounsou', 'Sean Bean', 'Michael Clarke Duncan', 'Steve Buscemi', 'Ewan McGregor', 'Scarlett Johansson']","[['Michael Bay', 'Director'], ['Caspian Tredwell-Owen', 'Screenwriter'], ['Alex Kurtzman', 'Screenwriter'], ['Roberto Orci', 'Screenwriter'], ['Caspian Tredwell-Owen', 'Story Creator'], ['Walter F. Parkes', 'Producer'], ['Michael Bay', 'Producer'], ['Ian Bryce', 'Producer'], ['Laurie MacDonald', 'Executive Producer'], ['Mauro Fiore', 'Director of Photography'], ['Nigel Phelps', 'Production Designer'], ['Paul Rubell', 'Editor'], ['Christian Wagner', 'Editor'], ['Deborah L. Scott', 'Costume Designer'], ['Steve Jablonsky', 'Composer']]","$12,409,070 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),22.0% (domestic box office/worldwide),"$120,000,000 (worldwide box office is 1.4 times production budget)","3,122 opening theaters/3,138 max. theaters, 3.3 weeks average run per theater","$51,241,712","July 22nd, 2005 (Wide) by Dreamworks SKG",,"December 13th, 2005 by Dreamworks Video, released as Island, The","PG-13 for intense sequences of violence and action, some sexuality and language.",136 minutes,vs. TransformersCreate your own comparison chart…,"Cloning, Same Actor, Multiple Roles, Surprise Twist, Hitmen, Environment, Post Apocalypse, Conspiracy Theory, Corporate Malfeasance, Dream Sequence, Action Thriller",Original Screenplay,Action,Live Action,Science Fiction,United States,English,,Parkes+Macdonald Productions,"$35,818,913","$127,200,000","$163,018,913",,,
90,https://www.the-numbers.com/movie/Aristocrats-The,[],"[['Penn Jillette', 'Director'], ['Paul Provenza', 'Director'], ['Peter Adam Golden', 'Screenwriter'], ['Paul Provenza', 'Screenwriter']]","$243,796 (3.8% of total gross)",7.35 (domestic box office/biggest weekend),95.1% (domestic box office/worldwide),,"4 opening theaters/234 max. theaters, 6.9 weeks average run per theater","$10,396,392","July 29th, 2005 (Limited) by ThinkFilm",,"January 24th, 2006 by Velocity/ThinkFilm, released as Aristocrats, The",Not Rated,89 minutes,vs. Patch AdamsCreate your own comparison chart…,"Segments, Stand-Up Comedy, Ensemble",Based on Real Life Events,Documentary,Live Action,Factual,,,,,"$6,377,461","$325,143","$6,702,604","$2,559,052",,"$2,559,052"
